incident_id,service,severity,opened_at,resolved_at,sla_breached,rca_present,owner_team
INC400065,kyc-service,SEV3,2025-09-21 07:16:03.858530,2025-09-21 10:54:35.785612,False,False,payments
INC400066,kyc-service,SEV4,2026-02-17 02:09:00.995357,2026-02-19 09:49:16.733476,False,True,payments
INC400067,payments-api,SEV3,2025-11-09 12:23:28.033910,2025-11-09 20:49:05.807164,False,True,payments
INC400068,payments-api,SEV4,2026-03-15 11:20:07.082892,2026-03-18 02:03:01.901768,False,True,security
INC400069,kyc-service,SEV3,2025-12-31 06:18:46.593971,2025-12-31 13:23:29.268981,False,False,sre
INC400070,kyc-service,SEV4,2025-12-31 11:58:00.648579,2025-12-31 16:39:26.565152,False,True,platform
INC400071,notification-svc,SEV3,2026-07-25 08:40:11.824435,2026-07-25 13:25:22.445064,False,True,security
INC400072,notification-svc,SEV3,2026-07-21 08:20:48.243885,2026-07-21 15:18:42.581244,False,True,sre
INC400073,kyc-service,SEV2,2026-06-09 02:20:54.815347,2026-06-09 05:25:51.096618,False,False,sre
INC400074,kyc-service,SEV4,2026-07-02 23:25:28.551208,2026-07-05 02:50:02.428436,False,True,sre
INC400075,auth-service,SEV4,2026-03-13 05:02:10.318399,2026-03-18 08:32:16.187433,True,True,platform
INC400076,core-banking,SEV2,2025-10-06 21:51:12.987874,2025-10-07 21:18:09.509237,True,True,payments
INC400077,auth-service,SEV3,2026-02-23 11:04:25.090274,2026-02-25 16:09:41.088830,True,True,security
INC400078,core-banking,SEV3,2026-02-06 12:31:21.445279,2026-02-06 23:21:24.393352,False,True,payments
INC400079,auth-service,SEV4,2025-10-24 18:31:57.334682,2025-10-26 02:40:19.244087,False,False,payments
INC400080,payments-api,SEV1,2025-09-22 10:22:14.966776,2025-09-22 11:41:36.438662,False,True,security
INC400081,payments-api,SEV4,2026-02-19 23:55:35.460258,2026-02-27 04:05:58.229821,True,True,security
INC400082,core-banking,SEV3,2026-02-20 23:39:03.813435,2026-02-21 06:18:59.371432,False,True,security
INC400083,auth-service,SEV4,2026-01-29 23:28:58.124160,2026-01-31 02:39:34.045721,False,True,sre
INC400084,auth-service,SEV3,2025-12-24 02:47:30.080345,2025-12-24 04:42:03.773209,False,False,platform
INC400085,notification-svc,SEV1,2026-01-20 10:35:43.281077,2026-01-20 10:59:08.925317,False,True,security
INC400086,kyc-service,SEV3,2026-02-06 05:54:34.419757,2026-02-07 16:42:24.097090,True,True,platform
INC400087,auth-service,SEV4,2025-12-14 19:57:41.937593,2025-12-16 03:51:07.306397,False,True,core-banking
INC400088,core-banking,SEV3,2026-06-19 18:23:56.956658,2026-06-19 23:49:08.354633,False,True,core-banking
INC400089,core-banking,SEV3,2026-03-20 08:40:06.297730,2026-03-20 19:57:04.530659,False,True,payments
INC400090,auth-service,SEV4,2026-04-08 21:04:44.476710,2026-04-09 21:43:54.655356,False,True,payments
INC400091,notification-svc,SEV3,2026-01-22 20:32:13.835921,2026-01-23 03:12:50.199269,False,True,core-banking
INC400092,notification-svc,SEV4,2025-11-14 11:48:44.539702,2025-11-16 07:21:07.088669,False,False,sre
INC400093,payments-api,SEV1,2025-09-11 22:01:48.868779,2025-09-12 01:19:11.034214,True,True,core-banking
INC400094,payments-api,SEV1,2026-08-11 00:54:03.101448,2026-08-11 01:29:06.174595,False,True,security
INC400095,payments-api,SEV2,2025-11-02 22:49:32.389086,2025-11-02 23:56:34.494428,False,True,platform
INC400096,ledger-svc,SEV4,2026-08-04 07:17:45.593381,2026-08-05 02:49:03.960914,False,True,core-banking
INC400097,kyc-service,SEV4,2026-07-20 23:24:36.689410,2026-07-21 04:27:36.764221,False,True,platform
INC400098,notification-svc,SEV3,2025-11-17 03:46:39.280824,2025-11-17 13:40:54.783302,False,True,security
INC400099,notification-svc,SEV3,2026-03-12 18:20:27.348999,2026-03-15 15:51:16.295103,True,True,sre
INC400100,auth-service,SEV2,2025-09-24 05:51:52.820836,2025-09-24 10:24:26.649413,False,True,sre
INC400101,payments-api,SEV2,2026-01-02 22:15:35.503119,2026-01-02 22:49:43.944951,False,True,sre
INC400102,ledger-svc,SEV2,2026-06-17 18:00:13.776615,2026-06-17 22:47:46.976879,False,False,sre
INC400103,notification-svc,SEV4,2026-05-25 15:56:16.404888,2026-05-27 16:01:21.973982,False,False,core-banking
INC400104,auth-service,SEV4,2026-02-24 08:49:08.193507,2026-03-03 22:01:15.992957,True,True,security
INC400105,core-banking,SEV2,2026-03-06 12:21:31.584990,2026-03-06 16:13:33.916246,False,True,payments
INC400106,notification-svc,SEV4,2026-02-27 20:26:40.726997,2026-02-27 22:42:31.420520,False,True,security
INC400107,payments-api,SEV3,2026-06-28 14:13:56.846304,2026-06-28 18:06:14.782253,False,False,payments
INC400108,auth-service,SEV3,2026-04-30 22:22:30.834287,2026-05-03 20:49:34.958388,True,True,platform
INC400109,core-banking,SEV3,2026-06-21 17:31:25.259710,2026-06-22 10:55:59.217516,False,True,payments
INC400110,notification-svc,SEV2,2025-11-02 22:06:42.407153,2025-11-03 03:50:42.645829,False,True,platform
INC400111,auth-service,SEV4,2026-08-03 14:04:02.575181,2026-08-04 02:01:02.061245,False,True,payments
INC400112,kyc-service,SEV2,2026-02-08 00:55:16.627838,2026-02-08 19:04:17.101204,True,True,sre
INC400113,kyc-service,SEV4,2026-06-12 06:11:08.350048,2026-06-13 18:30:05.500191,False,True,payments
INC400114,payments-api,SEV1,2026-04-11 03:08:53.176436,2026-04-11 04:40:23.844385,False,True,platform
INC400115,notification-svc,SEV2,2026-02-08 13:31:13.755214,2026-02-08 15:45:58.131060,False,False,payments
INC400116,auth-service,SEV3,2025-12-01 15:21:40.738970,2025-12-01 18:33:42.441090,False,True,core-banking
INC400117,notification-svc,SEV3,2026-01-25 19:41:24.519084,2026-01-26 00:11:25.255539,False,True,sre
INC400118,payments-api,SEV4,2026-05-08 12:35:51.386651,2026-05-17 08:28:55.968369,True,False,platform
INC400119,payments-api,SEV4,2025-08-21 23:36:40.028909,2025-08-22 14:28:23.324635,False,True,payments
INC400120,notification-svc,SEV3,2026-05-05 05:00:12.245693,2026-05-07 19:47:58.171452,True,True,platform
INC400121,notification-svc,SEV3,2025-12-07 03:39:11.779525,2025-12-07 12:34:36.593298,False,True,platform
INC400122,payments-api,SEV3,2025-09-06 00:34:52.095978,2025-09-06 08:28:05.347449,False,True,platform
INC400123,ledger-svc,SEV2,2025-09-24 10:11:02.712792,2025-09-25 01:46:13.752113,True,True,platform
INC400124,auth-service,SEV4,2026-07-12 22:31:03.342530,2026-07-20 09:23:11.941426,True,True,sre
INC400125,payments-api,SEV4,2025-10-11 18:22:01.106514,2025-10-19 05:47:24.428949,True,False,sre
INC400126,notification-svc,SEV2,2026-04-25 14:18:02.300654,2026-04-25 16:53:55.888656,False,False,sre
INC400127,kyc-service,SEV4,2026-07-17 04:06:50.775761,2026-07-21 07:36:44.045225,True,True,security
INC400128,notification-svc,SEV3,2025-11-27 13:15:32.450659,2025-11-28 21:06:33.826606,True,False,platform
INC400129,auth-service,SEV3,2026-06-12 04:13:00.730891,2026-06-12 15:04:42.585052,False,True,sre
INC400130,ledger-svc,SEV4,2026-03-16 19:05:06.394094,2026-03-24 23:53:10.853556,True,True,payments
INC400131,core-banking,SEV2,2026-05-22 09:33:53.758952,2026-05-23 04:33:09.265446,True,False,security
INC400132,ledger-svc,SEV3,2025-09-08 18:37:05.439630,2025-09-11 15:34:14.095696,True,True,sre
INC400133,core-banking,SEV3,2026-03-14 17:48:38.416138,2026-03-14 21:20:43.924202,False,True,payments
INC400134,payments-api,SEV4,2026-02-09 04:26:16.659886,2026-02-14 06:53:05.187677,True,False,platform
INC400135,kyc-service,SEV3,2025-09-11 13:29:49.411877,2025-09-12 08:59:46.711730,False,True,sre
INC400136,payments-api,SEV3,2026-07-10 03:50:24.992569,2026-07-10 17:06:02.583291,False,True,sre
INC400137,notification-svc,SEV2,2025-10-04 15:22:55.639978,2025-10-04 19:32:20.875232,False,False,payments
INC400138,core-banking,SEV3,2026-01-12 10:10:57.710268,2026-01-13 03:16:15.421466,False,False,payments
INC400139,kyc-service,SEV4,2026-07-04 21:12:47.398119,2026-07-06 01:38:11.528012,False,True,security
INC400140,notification-svc,SEV3,2025-10-01 09:35:25.014813,2025-10-03 16:21:43.456824,True,False,core-banking
INC400141,notification-svc,SEV3,2026-02-13 05:09:44.083542,2026-02-13 05:27:51.069546,False,True,payments
INC400142,auth-service,SEV4,2025-11-14 14:36:35.896686,2025-11-14 15:25:00.322881,False,True,payments
INC400143,core-banking,SEV3,2025-10-01 22:19:27.791750,2025-10-02 01:00:48.990956,False,True,platform
INC400144,ledger-svc,SEV4,2026-03-07 22:03:12.583773,2026-03-13 13:21:15.498666,True,True,core-banking
INC400145,auth-service,SEV3,2025-09-17 03:44:54.790838,2025-09-18 01:09:57.762790,False,True,security
INC400146,ledger-svc,SEV4,2025-10-22 21:10:56.911853,2025-10-23 08:25:25.437053,False,True,payments
INC400147,kyc-service,SEV3,2026-01-06 23:34:09.613685,2026-01-08 13:14:09.921410,True,True,core-banking
INC400148,ledger-svc,SEV3,2025-11-05 09:06:21.274955,2025-11-05 21:48:16.905684,False,False,payments
INC400149,ledger-svc,SEV3,2026-03-22 04:34:09.423045,2026-03-22 11:10:31.606576,False,True,security
INC400150,auth-service,SEV3,2026-01-28 04:20:05.358181,2026-01-28 20:49:56.000191,False,True,platform
INC400151,core-banking,SEV3,2026-01-01 00:06:10.276537,2026-01-03 13:21:29.004702,True,True,security
INC400152,payments-api,SEV4,2026-02-14 11:57:05.875131,2026-02-17 03:33:57.144318,False,True,platform
INC400153,payments-api,SEV4,2025-08-21 12:07:44.748365,2025-08-25 05:31:36.374344,True,True,sre
INC400154,notification-svc,SEV3,2025-11-07 23:43:03.170434,2025-11-08 12:09:48.686627,False,True,sre
INC400155,kyc-service,SEV4,2025-11-13 14:15:25.318662,2025-11-22 08:21:41.039384,True,False,security
INC400156,ledger-svc,SEV4,2026-05-04 06:12:34.811365,2026-05-04 17:08:25.066713,False,False,payments
INC400157,payments-api,SEV3,2025-10-25 20:43:06.245677,2025-10-26 17:37:01.064473,False,True,sre
INC400158,ledger-svc,SEV3,2025-09-21 10:06:42.028356,2025-09-23 09:14:07.076135,True,False,security
INC400159,core-banking,SEV4,2026-01-03 19:23:31.341638,2026-01-04 13:26:35.724874,False,True,payments
INC400160,kyc-service,SEV2,2025-10-03 05:18:57.047204,2025-10-03 19:52:51.711657,True,True,core-banking
INC400161,auth-service,SEV3,2025-09-20 09:24:10.195044,2025-09-20 13:29:46.627875,False,True,platform
INC400162,auth-service,SEV4,2025-10-27 00:57:34.128046,2025-10-28 06:50:57.141240,False,True,security
INC400163,notification-svc,SEV3,2026-05-02 03:40:32.757570,2026-05-02 04:27:48.905441,False,False,core-banking
INC400164,ledger-svc,SEV3,2026-05-29 15:15:54.024610,2026-05-31 10:48:06.821731,True,False,security
INC400165,kyc-service,SEV4,2026-07-05 19:53:48.865221,2026-07-14 01:59:00.425037,True,True,sre
INC400166,auth-service,SEV4,2025-10-09 18:17:29.800875,2025-10-11 21:08:25.207682,False,True,payments
INC400167,kyc-service,SEV2,2026-03-04 14:19:48.630968,2026-03-04 16:33:54.774395,False,False,platform
INC400168,notification-svc,SEV4,2026-04-21 20:58:32.446612,2026-04-28 06:56:41.248529,True,False,payments
INC400169,core-banking,SEV4,2025-09-05 23:16:32.279264,2025-09-07 21:17:45.204548,False,True,sre
INC400170,kyc-service,SEV4,2026-08-02 09:40:11.126797,2026-08-03 03:56:36.953285,False,True,security
INC400171,notification-svc,SEV3,2026-01-23 00:19:29.105702,2026-01-23 18:03:06.277280,False,True,sre
INC400172,kyc-service,SEV4,2026-04-19 21:11:57.048157,2026-04-21 23:37:06.257637,False,True,security
INC400173,payments-api,SEV2,2026-05-29 04:36:58.583678,2026-05-29 05:39:49.038246,False,True,sre
INC400174,kyc-service,SEV3,2025-10-13 23:34:59.309093,2025-10-14 10:33:41.657662,False,False,security
INC400175,kyc-service,SEV1,2025-08-27 18:16:57.658905,2025-08-27 19:41:00.798235,False,True,security
INC400176,ledger-svc,SEV2,2025-09-25 08:50:03.436808,2025-09-26 04:29:15.881955,True,True,security
INC400177,ledger-svc,SEV4,2025-12-19 04:03:20.762452,2025-12-26 16:20:55.041649,True,False,core-banking
INC400178,kyc-service,SEV3,2025-09-28 04:56:59.569427,2025-09-28 17:37:08.244770,False,True,payments
INC400179,kyc-service,SEV2,2025-11-16 04:31:02.885968,2025-11-17 00:59:31.086499,True,True,platform
INC400180,auth-service,SEV4,2025-10-05 15:03:33.075355,2025-10-06 04:45:36.023556,False,True,payments
INC400181,kyc-service,SEV3,2026-06-19 17:25:17.197375,2026-06-21 00:22:54.283122,True,False,core-banking
INC400182,kyc-service,SEV2,2026-01-01 01:44:23.396677,2026-01-01 23:32:00.016138,True,True,platform
INC400183,kyc-service,SEV2,2026-07-01 03:21:18.321477,2026-07-01 05:37:13.478471,False,True,security
INC400184,payments-api,SEV4,2026-05-21 11:30:49.576056,2026-05-22 04:20:00.826844,False,False,payments
INC400185,kyc-service,SEV4,2026-08-05 03:44:50.234459,2026-08-13 05:51:17.248310,True,True,sre
INC400186,kyc-service,SEV2,2026-01-07 06:13:05.148666,2026-01-07 10:28:43.096125,False,False,payments
INC400187,kyc-service,SEV3,2026-04-10 20:35:02.813044,2026-04-11 04:57:21.133855,False,True,security
INC400188,core-banking,SEV2,2026-05-22 00:21:39.822565,2026-05-22 20:18:26.936231,True,False,security
INC400189,notification-svc,SEV3,2026-02-19 03:26:54.189823,2026-02-21 18:07:27.638454,True,True,platform
INC400190,auth-service,SEV4,2026-03-15 07:32:06.441545,2026-03-17 18:58:50.870338,False,True,sre
INC400191,kyc-service,SEV2,2025-11-11 05:53:47.428531,2025-11-11 09:14:32.319925,False,True,security
INC400192,core-banking,SEV3,2026-06-25 02:07:20.646158,2026-06-25 12:07:24.609879,False,True,security
INC400193,kyc-service,SEV2,2026-02-04 03:42:06.911799,2026-02-04 16:15:16.280375,True,True,sre
INC400194,core-banking,SEV3,2025-10-27 11:20:02.986404,2025-10-27 16:54:53.843691,False,True,platform
INC400195,core-banking,SEV3,2025-12-21 13:05:24.120974,2025-12-22 10:31:27.731383,False,False,platform
INC400196,kyc-service,SEV4,2026-04-16 05:37:19.532152,2026-04-16 10:10:19.505677,False,True,core-banking
INC400197,core-banking,SEV3,2026-07-29 17:46:15.022207,2026-07-31 08:02:22.775883,True,True,payments
INC400198,payments-api,SEV3,2025-10-15 09:22:24.352625,2025-10-15 19:16:57.818966,False,True,platform
INC400199,core-banking,SEV3,2026-07-20 16:19:43.046476,2026-07-21 05:00:23.300939,False,True,sre
INC400200,auth-service,SEV3,2025-11-23 05:12:33.380769,2025-11-24 01:50:25.067135,False,True,sre
INC400201,core-banking,SEV2,2025-11-14 14:27:45.537533,2025-11-15 02:42:31.949418,True,True,platform
INC400202,ledger-svc,SEV4,2025-12-20 12:44:12.219235,2025-12-22 03:10:58.017185,False,False,security
INC400203,kyc-service,SEV4,2026-01-11 22:00:36.762926,2026-01-12 16:58:05.804761,False,False,security
INC400204,auth-service,SEV4,2026-06-11 00:26:47.296221,2026-06-12 14:42:56.213644,False,True,core-banking
INC400205,auth-service,SEV3,2026-06-06 13:06:43.444041,2026-06-06 16:05:46.095621,False,True,core-banking
INC400206,auth-service,SEV4,2026-04-11 07:34:16.522083,2026-04-11 19:47:56.616284,False,True,platform
INC400207,kyc-service,SEV4,2025-11-09 20:00:23.067963,2025-11-10 19:57:09.594217,False,True,platform
INC400208,kyc-service,SEV1,2026-05-18 18:20:17.952970,2026-05-18 18:33:00.350134,False,True,payments
INC400209,kyc-service,SEV1,2026-08-16 14:09:23.927677,2026-08-16 15:34:43.994815,False,True,security
INC400210,ledger-svc,SEV3,2026-05-10 11:24:44.413097,2026-05-11 02:41:56.872697,False,True,platform
INC400211,kyc-service,SEV3,2026-07-08 12:36:57.568669,2026-07-09 08:29:00.501405,False,True,platform
INC400212,kyc-service,SEV4,2026-04-01 07:51:41.257352,2026-04-05 23:01:26.784099,True,True,platform
INC400213,core-banking,SEV3,2025-12-25 13:50:11.984374,2025-12-27 22:58:23.609040,True,False,payments
INC400214,ledger-svc,SEV4,2026-03-25 09:52:17.355000,2026-03-26 09:16:37.217751,False,True,security
INC400215,notification-svc,SEV4,2025-09-11 03:40:53.293070,2025-09-13 14:56:30.862136,False,False,platform
INC400216,payments-api,SEV4,2026-04-05 22:59:49.162142,2026-04-06 21:24:51.782016,False,True,security
INC400217,core-banking,SEV3,2026-01-22 02:36:19.111830,2026-01-22 19:25:37.008342,False,False,payments
INC400218,kyc-service,SEV4,2025-12-15 23:00:37.159310,2025-12-16 02:30:57.326469,False,False,sre
INC400219,kyc-service,SEV3,2026-03-17 05:15:58.074129,2026-03-17 18:33:40.031521,False,True,payments
INC400220,ledger-svc,SEV3,2025-12-01 07:24:04.495057,2025-12-02 19:47:09.282417,True,True,platform
INC400221,ledger-svc,SEV2,2026-06-22 14:42:33.276724,2026-06-22 19:30:20.065436,False,True,payments
INC400222,notification-svc,SEV3,2025-10-30 01:42:47.740895,2025-10-31 13:32:48.430940,True,True,payments
INC400223,notification-svc,SEV4,2025-09-11 13:08:57.925032,2025-09-15 10:10:15.674207,True,False,core-banking
INC400224,auth-service,SEV4,2026-04-28 02:25:43.264687,2026-05-06 14:03:11.462158,True,True,payments
INC400225,payments-api,SEV3,2026-03-26 06:03:26.924999,2026-03-26 06:34:44.944763,False,True,sre
INC400226,notification-svc,SEV3,2026-04-23 03:23:15.049861,2026-04-23 10:55:25.776235,False,False,core-banking
INC400227,payments-api,SEV3,2025-09-27 08:21:44.069036,2025-09-27 11:00:03.861505,False,True,payments
INC400228,kyc-service,SEV4,2026-01-15 16:38:28.710165,2026-01-17 19:23:54.928572,False,True,payments
INC400229,core-banking,SEV2,2026-06-04 13:40:16.290685,2026-06-04 16:48:20.571681,False,True,payments
INC400230,kyc-service,SEV3,2025-12-01 22:55:36.952322,2025-12-03 23:33:08.463551,True,True,core-banking
INC400231,core-banking,SEV4,2025-12-19 00:08:28.255044,2025-12-21 13:01:15.965001,False,False,core-banking
INC400232,kyc-service,SEV3,2026-03-04 02:30:49.392362,2026-03-04 06:04:21.869071,False,False,sre
INC400233,core-banking,SEV3,2026-06-18 15:49:00.671848,2026-06-20 05:55:25.102960,True,False,core-banking
INC400234,notification-svc,SEV4,2026-07-08 15:58:51.110727,2026-07-13 20:52:12.380615,True,True,sre
INC400235,payments-api,SEV3,2025-12-20 20:07:46.539915,2025-12-20 22:14:40.795319,False,True,payments
INC400236,auth-service,SEV3,2026-04-09 08:46:16.392875,2026-04-09 18:51:18.602049,False,True,core-banking
INC400237,kyc-service,SEV3,2026-01-31 16:17:49.048731,2026-02-02 01:20:27.729718,True,True,sre
INC400238,payments-api,SEV4,2026-04-16 15:19:13.215326,2026-04-17 06:24:13.741040,False,True,security
INC400239,core-banking,SEV3,2025-09-28 08:47:53.436105,2025-10-01 02:24:48.823474,True,True,security
INC400240,payments-api,SEV4,2025-10-01 12:05:45.647157,2025-10-02 12:12:28.154913,False,True,core-banking
INC400241,auth-service,SEV3,2025-08-25 06:56:44.194780,2025-08-25 14:40:08.632506,False,True,security
INC400242,core-banking,SEV3,2025-12-11 05:18:53.008055,2025-12-11 06:36:30.020283,False,True,security
INC400243,notification-svc,SEV4,2026-03-19 23:46:15.741745,2026-03-20 09:20:09.173887,False,True,core-banking
INC400244,auth-service,SEV3,2026-06-07 16:20:32.395724,2026-06-09 22:05:55.295133,True,True,payments
INC400245,core-banking,SEV2,2026-04-08 08:27:30.473151,2026-04-08 10:49:03.731477,False,False,payments
INC400246,notification-svc,SEV3,2025-11-28 03:04:01.431999,2025-11-28 21:50:22.115744,False,True,security
INC400247,core-banking,SEV4,2025-10-03 09:33:34.296030,2025-10-05 02:24:18.620892,False,True,sre
INC400248,core-banking,SEV3,2025-09-10 14:13:45.967319,2025-09-10 21:22:58.799172,False,True,payments
INC400249,kyc-service,SEV3,2026-06-19 21:41:28.265206,2026-06-22 06:59:41.300101,True,True,platform
INC400250,auth-service,SEV3,2026-05-07 15:47:46.753970,2026-05-08 09:30:59.700463,False,True,payments
INC400251,core-banking,SEV2,2026-05-21 20:09:16.586628,2026-05-21 23:01:24.556276,False,False,platform
INC400252,ledger-svc,SEV2,2026-01-07 00:34:19.807137,2026-01-07 19:35:50.925054,True,True,core-banking
INC400253,kyc-service,SEV3,2026-01-14 05:21:48.542029,2026-01-14 17:59:35.330600,False,True,payments
