request_id,endpoint,response_time_ms,status_code,timestamp,linked_incident_id
REQ500077,/api/beneficiary,221.4,500,2026-03-15 04:06:40.876895,
REQ500078,/api/transfer,92.2,200,2026-08-04 22:55:34.400424,
REQ500079,/api/login,191.1,200,2026-03-14 04:42:32.378459,
REQ500080,/api/balance,389.3,200,2026-03-26 04:17:24.006314,
REQ500081,/api/transfer,565.3,200,2026-03-30 00:11:35.463767,
REQ500082,/api/transfer,656.0,200,2026-05-07 13:51:51.981324,
REQ500083,/api/transfer,231.1,200,2026-07-03 22:03:44.625226,
REQ500084,/api/transfer,248.9,200,2026-05-10 21:40:32.440524,
REQ500085,/api/login,1191.5,200,2026-03-12 15:48:33.258097,
REQ500086,/api/statement,274.3,200,2026-06-06 11:42:44.944512,
REQ500087,/api/transfer,44.0,502,2026-05-01 09:26:14.878653,INC401470
REQ500088,/api/transfer,189.2,503,2026-08-13 11:51:10.008653,
REQ500089,/api/beneficiary,498.9,200,2026-04-18 06:13:42.107054,
REQ500090,/api/beneficiary,217.9,500,2026-04-26 02:45:20.545069,INC406576
REQ500091,/api/transfer,843.7,200,2026-07-22 12:59:30.957702,
REQ500092,/api/kyc/verify,248.5,400,2026-07-03 15:00:34.228278,
REQ500093,/api/login,64.8,200,2026-05-14 20:04:32.270302,
REQ500094,/api/statement,357.7,200,2026-05-16 22:24:55.213712,
REQ500095,/api/transfer,189.4,200,2026-05-03 04:12:49.034599,
REQ500096,/api/statement,232.0,200,2026-08-07 04:58:31.497133,
REQ500097,/api/kyc/verify,1087.1,200,2026-04-20 14:03:45.653381,
REQ500098,/api/login,105.7,200,2026-05-13 17:09:38.169681,
REQ500099,/api/login,25.1,400,2026-05-22 03:07:44.733256,
REQ500100,/api/login,132.3,200,2026-07-18 03:34:30.840848,
REQ500101,/api/beneficiary,259.2,200,2026-03-23 02:41:49.462146,
REQ500102,/api/login,291.3,201,2026-04-05 10:21:43.789730,
REQ500103,/api/kyc/verify,275.2,200,2026-06-04 23:23:09.492580,
REQ500104,/api/balance,42.8,200,2026-05-27 03:20:23.579823,
REQ500105,/api/balance,40.7,200,2026-03-23 19:12:18.203431,
REQ500106,/api/beneficiary,131.4,500,2026-04-03 22:58:00.863810,INC406614
REQ500107,/api/kyc/verify,258.0,200,2026-03-07 03:18:47.431769,
REQ500108,/api/beneficiary,644.5,200,2026-06-06 22:13:21.797284,
REQ500109,/api/login,397.9,200,2026-05-03 06:40:10.448997,
REQ500110,/api/beneficiary,118.1,503,2026-03-08 09:09:48.485119,
REQ500111,/api/kyc/verify,282.3,503,2026-03-12 21:40:04.488613,
REQ500112,/api/balance,185.9,200,2026-03-08 21:29:22.997052,
REQ500113,/api/login,350.4,200,2026-07-10 23:08:13.440634,
REQ500114,/api/transfer,56.5,200,2026-08-02 17:05:00.157868,
REQ500115,/api/beneficiary,294.2,200,2026-07-08 23:30:20.058347,
REQ500116,/api/kyc/verify,122.7,401,2026-03-21 10:54:23.409425,
REQ500117,/api/kyc/verify,554.5,200,2026-04-08 09:59:02.738431,
REQ500118,/api/transfer,275.8,200,2026-06-25 18:16:30.255205,
REQ500119,/api/beneficiary,291.8,200,2026-07-09 18:37:49.428749,
REQ500120,/api/beneficiary,639.4,200,2026-08-03 11:29:21.557442,
REQ500121,/api/balance,264.7,200,2026-08-06 13:37:12.387862,
REQ500122,/api/balance,98.0,200,2026-05-02 02:05:24.212656,
REQ500123,/api/transfer,144.7,502,2026-06-01 16:14:35.543299,INC405382
REQ500124,/api/login,14.3,200,2026-06-13 04:09:08.176699,
REQ500125,/api/statement,368.9,200,2026-03-19 17:00:10.385310,
REQ500126,/api/login,28.0,401,2026-08-17 09:05:10.425017,
REQ500127,/api/beneficiary,411.4,200,2026-04-01 00:01:59.843301,
REQ500128,/api/balance,216.6,200,2026-04-04 00:03:32.235426,
REQ500129,/api/beneficiary,943.3,200,2026-03-09 04:38:22.063029,
REQ500130,/api/statement,347.7,429,2026-06-16 23:26:24.047264,
REQ500131,/api/beneficiary,65.8,200,2026-02-22 00:31:38.435074,
REQ500132,/api/transfer,38.1,200,2026-07-10 15:49:45.538936,
REQ500133,/api/statement,891.4,200,2026-07-14 08:44:00.077244,
REQ500134,/api/transfer,620.5,200,2026-05-11 15:47:10.451229,
REQ500135,/api/kyc/verify,215.1,200,2026-04-04 18:48:47.900027,
REQ500136,/api/login,383.0,200,2026-06-23 17:49:23.249123,
REQ500137,/api/login,292.6,200,2026-03-03 02:51:33.726958,
REQ500138,/api/balance,104.5,200,2026-02-27 19:29:27.466188,
REQ500139,/api/beneficiary,55.5,200,2026-04-29 03:02:48.192296,
REQ500140,/api/statement,445.7,504,2026-05-28 16:02:49.596067,
REQ500141,/api/transfer,158.5,200,2026-03-30 22:43:31.399813,
REQ500142,/api/statement,25.1,200,2026-08-18 03:49:05.747175,
REQ500143,/api/balance,326.9,200,2026-06-03 13:42:11.843738,
REQ500144,/api/login,506.8,200,2026-07-13 14:13:59.952703,
REQ500145,/api/statement,18.7,200,2026-08-07 02:09:02.030079,
REQ500146,/api/balance,99.7,200,2026-07-09 09:25:15.804450,
REQ500147,/api/beneficiary,206.3,200,2026-06-01 03:56:39.015905,
REQ500148,/api/statement,48.0,200,2026-04-17 21:45:48.184852,
REQ500149,/api/kyc/verify,135.3,200,2026-03-07 03:34:57.933778,
REQ500150,/api/login,639.1,200,2026-06-05 09:36:10.272848,
REQ500151,/api/statement,227.8,200,2026-06-16 22:53:05.998516,
REQ500152,/api/statement,260.6,200,2026-03-01 01:38:35.924796,
REQ500153,/api/transfer,180.1,200,2026-08-19 06:09:35.405187,
REQ500154,/api/beneficiary,373.0,200,2026-07-07 04:41:06.059294,
REQ500155,/api/transfer,573.0,200,2026-03-31 19:36:58.791918,
REQ500156,/api/statement,112.2,200,2026-06-24 08:56:29.913332,
REQ500157,/api/beneficiary,220.6,200,2026-08-07 01:57:28.318294,
REQ500158,/api/kyc/verify,292.5,200,2026-04-03 08:49:26.784906,
REQ500159,/api/balance,315.8,200,2026-08-02 05:36:36.336346,
REQ500160,/api/transfer,72.5,429,2026-03-31 17:27:18.223923,
REQ500161,/api/kyc/verify,337.1,200,2026-03-05 22:21:37.052855,
REQ500162,/api/kyc/verify,492.5,200,2026-06-03 20:40:23.069942,
REQ500163,/api/statement,360.6,200,2026-02-22 20:03:14.912570,
REQ500164,/api/statement,22.7,502,2026-06-20 19:54:04.720761,
REQ500165,/api/kyc/verify,489.9,200,2026-05-17 09:45:46.140896,
REQ500166,/api/transfer,268.2,200,2026-05-25 23:05:11.148941,
REQ500167,/api/beneficiary,203.4,400,2026-02-21 15:01:30.827748,
REQ500168,/api/beneficiary,386.7,200,2026-04-18 02:21:59.425509,
REQ500169,/api/balance,367.8,200,2026-05-18 19:00:10.689997,
REQ500170,/api/login,531.0,200,2026-03-29 18:44:14.023597,
REQ500171,/api/transfer,274.6,401,2026-08-05 21:30:57.228588,
REQ500172,/api/beneficiary,78.8,200,2026-03-09 22:33:20.846122,
REQ500173,/api/statement,85.4,200,2026-07-27 15:07:59.153452,
REQ500174,/api/beneficiary,148.7,200,2026-07-03 11:54:45.575100,
REQ500175,/api/transfer,112.1,200,2026-04-25 12:20:23.488854,
REQ500176,/api/kyc/verify,338.2,200,2026-03-13 05:05:21.494765,
REQ500177,/api/login,188.5,200,2026-02-24 17:24:05.006554,
REQ500178,/api/login,311.5,200,2026-06-08 19:56:48.578618,
REQ500179,/api/statement,99.1,200,2026-07-26 20:01:47.458265,
REQ500180,/api/statement,685.7,200,2026-07-14 11:12:03.743673,
REQ500181,/api/statement,124.3,200,2026-04-23 21:55:50.469877,
REQ500182,/api/kyc/verify,214.4,200,2026-05-16 23:16:55.586326,
REQ500183,/api/statement,127.6,200,2026-06-19 20:54:36.695838,
REQ500184,/api/beneficiary,899.5,401,2026-04-14 13:16:01.228431,
REQ500185,/api/kyc/verify,354.2,200,2026-06-28 22:02:28.305225,
REQ500186,/api/balance,517.3,200,2026-06-06 06:58:15.044413,
REQ500187,/api/statement,178.9,200,2026-08-05 17:58:40.255765,
REQ500188,/api/kyc/verify,388.7,200,2026-03-12 12:13:49.463341,
REQ500189,/api/transfer,606.4,503,2026-05-06 04:36:30.239390,
REQ500190,/api/statement,429.9,200,2026-05-18 16:07:59.053051,
REQ500191,/api/kyc/verify,634.5,200,2026-03-11 18:43:43.782273,
REQ500192,/api/transfer,104.5,502,2026-07-16 00:51:10.579344,INC406349
REQ500193,/api/balance,61.4,502,2026-07-17 23:51:49.361379,
REQ500194,/api/transfer,498.0,200,2026-07-10 18:59:58.898958,
REQ500195,/api/kyc/verify,490.4,502,2026-08-02 16:56:37.980876,
REQ500196,/api/beneficiary,171.8,200,2026-05-08 22:22:55.841137,
REQ500197,/api/kyc/verify,117.7,200,2026-04-21 05:25:26.307083,
REQ500198,/api/beneficiary,650.0,200,2026-08-03 17:35:54.255175,
REQ500199,/api/beneficiary,285.6,200,2026-06-25 01:42:21.354183,
REQ500200,/api/statement,180.8,200,2026-03-01 06:43:22.122992,
REQ500201,/api/balance,258.0,200,2026-06-21 12:10:03.500936,
REQ500202,/api/statement,254.2,200,2026-08-19 18:53:01.018947,
REQ500203,/api/beneficiary,307.0,200,2026-06-06 14:01:55.884838,
REQ500204,/api/transfer,494.2,200,2026-04-02 11:52:12.313703,
REQ500205,/api/kyc/verify,579.7,200,2026-03-24 09:49:13.431665,
REQ500206,/api/beneficiary,594.2,201,2026-05-17 08:54:20.575999,
REQ500207,/api/kyc/verify,235.3,200,2026-05-15 11:11:17.045533,
REQ500208,/api/transfer,74.5,200,2026-08-14 21:12:33.499675,
REQ500209,/api/login,49.6,200,2026-02-26 16:16:00.179772,
REQ500210,/api/statement,142.0,200,2026-02-26 08:28:03.192016,
REQ500211,/api/statement,713.5,200,2026-06-05 03:21:07.988733,
REQ500212,/api/balance,184.3,200,2026-06-11 00:49:53.172036,
REQ500213,/api/balance,110.9,200,2026-02-22 00:05:47.410280,
REQ500214,/api/transfer,229.4,200,2026-03-22 12:39:38.687819,
REQ500215,/api/kyc/verify,174.4,200,2026-05-22 18:38:18.980018,
REQ500216,/api/beneficiary,354.7,200,2026-05-18 04:29:03.947725,
REQ500217,/api/login,137.8,200,2026-06-17 00:05:05.155193,
REQ500218,/api/login,432.2,200,2026-08-10 18:00:14.703471,
REQ500219,/api/beneficiary,189.7,200,2026-08-04 17:51:04.216913,
REQ500220,/api/kyc/verify,1039.5,200,2026-08-02 08:02:33.231793,
REQ500221,/api/transfer,210.6,200,2026-05-25 22:45:27.822325,
REQ500222,/api/beneficiary,70.9,200,2026-07-20 05:15:07.630172,
REQ500223,/api/beneficiary,440.0,200,2026-07-13 16:38:37.399706,
REQ500224,/api/balance,579.8,200,2026-03-22 08:30:37.920355,
REQ500225,/api/kyc/verify,104.5,200,2026-03-31 18:31:08.147027,
REQ500226,/api/kyc/verify,330.1,200,2026-08-18 18:22:13.585138,
REQ500227,/api/login,323.4,200,2026-07-03 04:48:19.982785,
REQ500228,/api/statement,277.8,200,2026-08-03 19:55:17.020955,
REQ500229,/api/kyc/verify,508.8,200,2026-06-01 11:43:50.927012,
REQ500230,/api/statement,117.2,200,2026-08-15 03:27:18.969977,
REQ500231,/api/statement,82.1,200,2026-05-30 14:39:20.602719,
REQ500232,/api/balance,244.6,200,2026-03-19 15:04:40.511244,
REQ500233,/api/kyc/verify,469.6,201,2026-03-13 08:27:36.200556,
REQ500234,/api/balance,417.5,200,2026-07-10 02:31:12.135490,
REQ500235,/api/statement,405.8,200,2026-05-21 02:19:39.933451,
REQ500236,/api/balance,351.8,200,2026-07-08 21:18:28.216516,
REQ500237,/api/balance,210.3,201,2026-06-14 13:21:59.723630,
REQ500238,/api/kyc/verify,321.7,201,2026-08-10 01:59:57.009807,
REQ500239,/api/statement,156.1,401,2026-05-27 23:44:27.583675,
REQ500240,/api/balance,257.2,200,2026-05-24 04:47:02.041345,
REQ500241,/api/balance,563.2,200,2026-05-12 15:06:40.434271,
REQ500242,/api/login,92.7,200,2026-04-27 11:50:39.045877,
REQ500243,/api/login,90.6,200,2026-06-16 03:33:36.585025,
REQ500244,/api/balance,90.3,400,2026-05-06 22:08:10.526658,
REQ500245,/api/login,49.5,400,2026-06-09 08:58:25.864103,
REQ500246,/api/transfer,89.0,200,2026-06-09 20:58:21.789987,
REQ500247,/api/transfer,343.7,500,2026-03-19 23:07:07.663929,
REQ500248,/api/kyc/verify,125.2,200,2026-03-21 07:52:00.144092,
REQ500249,/api/statement,128.1,200,2026-03-14 02:18:28.526435,
REQ500250,/api/login,161.4,200,2026-05-20 14:23:51.537665,
REQ500251,/api/kyc/verify,140.0,200,2026-04-09 09:02:08.104221,
REQ500252,/api/beneficiary,619.4,200,2026-07-29 18:47:44.996342,
REQ500253,/api/transfer,467.6,200,2026-03-25 17:46:21.228422,
REQ500254,/api/beneficiary,457.0,200,2026-06-21 15:42:43.699709,
REQ500255,/api/transfer,429.9,200,2026-07-31 10:19:13.231647,
REQ500256,/api/transfer,268.1,500,2026-05-03 01:45:14.502853,
REQ500257,/api/kyc/verify,443.2,200,2026-06-03 09:49:02.501284,
REQ500258,/api/statement,523.8,200,2026-08-08 14:07:47.386825,
REQ500259,/api/transfer,124.2,200,2026-03-20 02:10:29.751683,
REQ500260,/api/transfer,168.4,429,2026-08-13 16:42:51.152027,
REQ500261,/api/statement,238.6,200,2026-06-29 18:12:48.886422,
REQ500262,/api/login,74.3,200,2026-05-11 00:57:32.182291,
REQ500263,/api/transfer,160.4,200,2026-08-07 19:52:07.003017,
REQ500264,/api/balance,3328.1,200,2026-04-17 04:04:47.472638,
REQ500265,/api/statement,508.8,200,2026-06-03 12:08:36.106675,
REQ500266,/api/transfer,152.8,500,2026-07-24 04:38:22.345566,INC400880
REQ500267,/api/transfer,19.6,401,2026-04-03 12:46:13.831777,
REQ500268,/api/beneficiary,422.1,200,2026-02-22 19:45:07.433969,
REQ500269,/api/statement,218.3,200,2026-06-22 03:29:57.253383,
REQ500270,/api/transfer,182.1,200,2026-07-24 00:32:36.054012,
REQ500271,/api/login,137.0,200,2026-04-20 11:28:24.714331,
REQ500272,/api/beneficiary,558.1,200,2026-04-11 05:42:26.688684,
REQ500273,/api/statement,370.6,502,2026-04-25 21:03:20.094557,INC403057
REQ500274,/api/kyc/verify,603.4,200,2026-06-12 15:01:55.833066,
REQ500275,/api/kyc/verify,151.6,200,2026-03-14 16:09:29.383734,
REQ500276,/api/login,52.7,200,2026-02-22 12:03:30.094449,
REQ500277,/api/statement,87.1,401,2026-07-18 17:29:32.751341,
REQ500278,/api/transfer,165.0,500,2026-03-09 11:03:36.097753,INC401149
REQ500279,/api/balance,398.3,200,2026-03-11 20:35:46.386653,
REQ500280,/api/login,190.7,200,2026-07-04 20:17:52.671109,
REQ500281,/api/statement,33.8,401,2026-07-01 21:51:35.337684,
REQ500282,/api/statement,152.6,200,2026-04-22 21:39:12.084086,
REQ500283,/api/login,67.1,200,2026-04-08 09:04:24.505651,
REQ500284,/api/kyc/verify,270.0,200,2026-07-06 20:53:39.887010,
REQ500285,/api/login,142.9,200,2026-04-24 23:04:19.848734,
REQ500286,/api/balance,313.6,200,2026-05-15 20:24:38.752588,
REQ500287,/api/beneficiary,491.3,200,2026-05-26 21:16:58.846789,
REQ500288,/api/statement,76.9,200,2026-04-17 09:53:43.066212,
REQ500289,/api/balance,521.6,200,2026-07-08 14:59:18.622470,
REQ500290,/api/statement,221.8,200,2026-02-26 13:08:08.581573,
REQ500291,/api/statement,406.1,200,2026-03-27 16:46:46.005009,
REQ500292,/api/beneficiary,297.7,200,2026-05-10 22:21:12.754792,
REQ500293,/api/login,42.7,201,2026-08-02 22:56:19.142328,
REQ500294,/api/beneficiary,100.7,200,2026-05-03 19:46:05.639777,
REQ500295,/api/beneficiary,496.6,200,2026-06-30 00:11:28.415765,
REQ500296,/api/beneficiary,178.3,200,2026-07-15 07:06:50.905062,
REQ500297,/api/login,140.9,200,2026-07-02 08:25:33.389666,
REQ500298,/api/kyc/verify,182.7,200,2026-08-11 01:42:35.945485,
REQ500299,/api/balance,154.0,200,2026-05-18 01:23:48.177853,
REQ500300,/api/beneficiary,140.2,200,2026-06-06 07:29:14.788394,
REQ500301,/api/login,358.2,200,2026-07-20 01:53:50.499534,
REQ500302,/api/transfer,177.6,200,2026-06-13 00:28:11.840943,
REQ500303,/api/beneficiary,182.3,200,2026-06-16 15:55:59.798459,
REQ500304,/api/beneficiary,88.7,200,2026-08-01 08:09:35.268891,
REQ500305,/api/login,267.7,200,2026-04-03 23:25:21.768931,
REQ500306,/api/statement,176.2,200,2026-04-18 03:20:05.182234,
REQ500307,/api/statement,309.8,400,2026-04-02 17:15:49.338912,
REQ500308,/api/statement,118.0,200,2026-02-27 20:15:55.778986,
REQ500309,/api/transfer,766.2,503,2026-05-30 11:37:19.358500,INC401464
REQ500310,/api/login,461.6,500,2026-02-27 21:16:32.146304,
REQ500311,/api/beneficiary,305.8,200,2026-06-14 09:41:47.955522,
REQ500312,/api/kyc/verify,199.6,200,2026-07-16 21:23:03.326490,
REQ500313,/api/beneficiary,433.4,200,2026-05-15 21:00:24.413874,
REQ500314,/api/balance,1047.6,400,2026-04-08 06:57:53.040065,
REQ500315,/api/balance,42.2,200,2026-07-21 22:05:59.699619,
REQ500316,/api/statement,361.4,200,2026-08-13 02:31:39.364072,
REQ500317,/api/balance,206.3,200,2026-07-22 19:15:26.646264,
REQ500318,/api/statement,262.6,200,2026-06-20 13:33:02.251187,
REQ500319,/api/kyc/verify,23.8,200,2026-07-14 18:39:37.937513,
REQ500320,/api/statement,515.6,200,2026-05-17 01:30:19.325085,
REQ500321,/api/balance,476.5,200,2026-03-29 16:14:12.376126,
REQ500322,/api/kyc/verify,377.4,200,2026-07-13 05:39:09.911172,
REQ500323,/api/balance,317.0,201,2026-04-20 01:45:12.252291,
REQ500324,/api/transfer,162.0,200,2026-08-09 06:17:22.028075,
REQ500325,/api/statement,88.9,200,2026-07-03 18:39:25.023973,
REQ500326,/api/beneficiary,43.6,200,2026-03-29 09:59:41.009433,
REQ500327,/api/balance,224.0,200,2026-07-13 13:27:51.594384,
REQ500328,/api/beneficiary,287.0,502,2026-05-17 00:24:11.377233,INC407940
REQ500329,/api/kyc/verify,31.9,200,2026-06-26 14:54:48.277016,
REQ500330,/api/kyc/verify,338.5,200,2026-03-07 04:54:45.000876,
REQ500331,/api/beneficiary,288.9,200,2026-04-25 04:08:43.063466,
REQ500332,/api/beneficiary,399.8,200,2026-07-03 07:48:37.729797,
REQ500333,/api/statement,6530.4,200,2026-02-21 12:55:47.566045,
REQ500334,/api/transfer,189.7,200,2026-03-11 16:36:37.446113,
REQ500335,/api/login,276.8,200,2026-06-07 10:42:02.301937,
REQ500336,/api/balance,60.3,200,2026-05-24 08:50:51.464318,
REQ500337,/api/beneficiary,304.5,200,2026-05-09 11:50:35.019628,
REQ500338,/api/balance,253.2,200,2026-03-18 05:30:03.386339,
REQ500339,/api/kyc/verify,100.6,200,2026-05-01 18:36:02.431032,
REQ500340,/api/balance,216.7,200,2026-04-20 19:33:51.392198,
REQ500341,/api/login,113.0,504,2026-08-06 23:52:46.644988,
REQ500342,/api/kyc/verify,115.9,200,2026-04-12 00:42:46.509177,
REQ500343,/api/statement,105.7,200,2026-04-27 07:48:38.997906,
REQ500344,/api/login,311.0,200,2026-07-11 00:43:31.368405,
REQ500345,/api/statement,218.5,200,2026-08-02 06:31:37.824434,
REQ500346,/api/statement,454.6,200,2026-04-24 06:21:57.459565,
REQ500347,/api/kyc/verify,203.4,200,2026-03-28 22:27:18.895492,
REQ500348,/api/beneficiary,512.5,200,2026-03-27 08:11:43.260251,
REQ500349,/api/statement,448.2,200,2026-08-14 12:13:50.707961,
REQ500350,/api/statement,282.8,200,2026-03-26 02:40:44.234333,
REQ500351,/api/beneficiary,719.9,200,2026-04-15 20:51:03.984008,
REQ500352,/api/kyc/verify,234.2,400,2026-04-17 20:00:48.517374,
REQ500353,/api/kyc/verify,409.8,200,2026-06-09 01:16:05.518519,
REQ500354,/api/kyc/verify,389.9,200,2026-03-06 18:50:18.937707,
REQ500355,/api/beneficiary,364.8,200,2026-03-22 14:29:33.658987,
REQ500356,/api/balance,3560.6,200,2026-03-04 18:51:07.328521,
REQ500357,/api/transfer,159.4,200,2026-08-01 18:29:16.311693,
REQ500358,/api/balance,107.2,200,2026-03-22 19:38:10.974644,
REQ500359,/api/balance,399.2,200,2026-06-18 23:24:45.978212,
REQ500360,/api/beneficiary,89.6,200,2026-04-07 17:06:06.063985,
REQ500361,/api/beneficiary,163.7,200,2026-06-24 01:17:22.737500,
REQ500362,/api/statement,296.9,200,2026-05-17 18:35:04.529579,
REQ500363,/api/login,159.2,200,2026-05-29 21:27:37.225401,
REQ500364,/api/transfer,426.0,200,2026-05-07 01:49:30.693264,
REQ500365,/api/kyc/verify,583.8,200,2026-06-05 08:26:23.974197,
REQ500366,/api/kyc/verify,383.5,200,2026-05-14 05:24:59.437807,
REQ500367,/api/balance,469.3,200,2026-03-28 05:14:27.344142,
REQ500368,/api/transfer,145.0,200,2026-05-27 02:49:55.595967,
REQ500369,/api/login,229.2,200,2026-05-26 21:26:46.117247,
REQ500370,/api/statement,113.5,429,2026-03-23 08:43:29.401668,
REQ500371,/api/transfer,35.7,200,2026-03-15 06:44:08.562542,
REQ500372,/api/transfer,472.2,201,2026-05-18 00:17:08.730756,
REQ500373,/api/balance,144.7,200,2026-08-02 07:02:56.930695,
REQ500374,/api/statement,243.7,200,2026-08-04 18:33:54.098635,
REQ500375,/api/kyc/verify,144.4,200,2026-05-19 05:08:48.049729,
REQ500376,/api/statement,536.8,200,2026-04-30 15:02:28.149522,
REQ500377,/api/transfer,113.5,200,2026-04-05 03:34:07.947064,
REQ500378,/api/kyc/verify,387.2,200,2026-04-26 00:05:55.687598,
REQ500379,/api/balance,1079.6,200,2026-04-14 22:38:36.001586,
REQ500380,/api/kyc/verify,999.0,200,2026-02-21 08:21:40.727747,
REQ500381,/api/beneficiary,226.4,200,2026-07-07 22:22:51.253645,
