transaction_id,account_id,customer_id,amount,currency,timestamp,beneficiary_id,channel
TXN300027,ACC211673,CUST106046,3828.46,INR,2026-08-19 08:11:19.310396,BENE29676,web
TXN300028,ACC212805,CUST105296,2935.6,GBP,2026-06-24 03:54:35.592729,BENE26517,branch
TXN300029,ACC204903,CUST106969,2283.78,INR,2026-01-28 09:49:17.111031,BENE30477,branch
TXN300030,ACC201676,CUST107362,1215.76,INR,2026-01-17 01:16:09.418626,BENE28630,mobile
TXN300031,ACC207357,CUST104585,5192.39,INR,2025-09-17 22:08:02.008196,BENE13201,branch
TXN300032,ACC203910,CUST101243,1262.15,INR,2026-06-15 22:53:38.388990,BENE19573,web
TXN300033,ACC206093,CUST106686,14087.88,INR,2025-09-17 10:45:16.834373,BENE48486,mobile
TXN300034,ACC214766,CUST108230,2196.62,INR,2026-04-20 05:39:15.695010,BENE35931,atm
TXN300035,ACC211738,CUST108826,7641.55,INR,2025-09-17 17:52:07.508743,BENE47600,mobile
TXN300036,ACC214308,CUST104314,2081.82,INR,2026-08-11 13:13:03.115244,BENE40993,web
TXN300037,ACC204669,CUST105256,1971.76,INR,2025-11-28 08:06:30.265824,BENE38960,branch
TXN300038,ACC209495,CUST103041,3199.2,INR,2025-10-05 04:55:27.873086,BENE46658,branch
TXN300039,ACC206180,CUST107330,1700.98,INR,2025-09-12 23:13:10.458643,BENE17904,mobile
TXN300040,ACC202048,CUST107473,16303.13,INR,2026-06-11 22:43:49.332954,BENE17045,web
TXN300041,ACC203244,CUST104441,6947.28,INR,2026-02-04 15:15:47.755930,BENE44275,web
TXN300042,ACC200273,CUST103855,11202.32,INR,2026-02-26 16:15:26.745305,BENE29656,mobile
TXN300043,ACC212681,CUST105945,3382.25,INR,2025-11-14 22:51:12.234837,BENE4605,mobile
TXN300044,ACC205320,CUST102863,15856.88,INR,2026-03-28 13:01:04.476345,BENE49580,branch
TXN300045,ACC206326,CUST103287,9135.47,INR,2026-08-19 02:13:33.889839,BENE10294,branch
TXN300046,ACC214644,CUST102901,1882.03,INR,2025-08-24 03:59:21.649619,BENE8613,web
TXN300047,ACC207204,CUST105326,5742.65,INR,2026-05-09 22:49:22.430943,BENE44999,mobile
TXN300048,ACC200455,CUST106850,11219.59,INR,2026-06-23 08:23:54.320096,BENE43711,mobile
TXN300049,ACC202222,CUST105972,2941.65,INR,2025-11-19 16:29:38.336163,BENE38061,mobile
TXN300050,ACC209128,CUST106269,10821.17,INR,2026-01-24 03:36:55.660472,BENE36025,branch
TXN300051,ACC205910,CUST104305,1012.64,INR,2026-05-09 18:15:19.154540,BENE5815,mobile
TXN300052,ACC208332,CUST106504,4244.99,INR,2025-10-23 05:41:54.815492,BENE28899,mobile
TXN300053,ACC208805,CUST109993,3142.13,INR,2026-01-16 02:36:48.567248,BENE13481,branch
TXN300054,ACC204511,CUST106556,24308.84,INR,2025-11-01 08:09:17.477205,BENE47591,mobile
TXN300055,ACC205649,CUST109317,1816.75,INR,2025-10-12 13:33:34.508296,BENE33474,mobile
TXN300056,ACC208132,CUST105863,5401.42,INR,2026-07-13 06:32:13.173394,BENE45544,api
TXN300057,ACC214168,CUST106461,22862.47,INR,2026-04-05 21:16:34.732385,BENE37635,web
TXN300058,ACC208957,CUST104558,6534.94,INR,2026-03-25 08:32:40.477445,BENE49905,branch
TXN300059,ACC208580,CUST107415,1956.71,INR,2026-02-01 03:04:47.572295,BENE23603,api
TXN300060,ACC212687,CUST100631,11250.99,INR,2026-03-18 22:29:02.711338,BENE34282,mobile
TXN300061,ACC214623,CUST108108,38422.39,INR,2026-02-22 19:16:24.930628,BENE8350,mobile
TXN300062,ACC203235,CUST107369,5401.88,INR,2026-06-20 10:22:16.025825,BENE45523,mobile
TXN300063,ACC209257,CUST104657,30062.14,EUR,2026-01-22 11:15:17.569213,BENE8432,web
TXN300064,ACC211105,CUST101014,9302.59,INR,2026-07-13 15:14:03.313151,BENE34154,mobile
TXN300065,ACC205677,CUST108946,43336.54,INR,2026-02-05 09:36:26.417161,BENE25897,web
TXN300066,ACC210056,CUST102714,9182.54,INR,2025-12-21 02:51:00.615135,BENE45359,atm
TXN300067,ACC204202,CUST101290,53008.85,INR,2026-03-22 01:21:19.274318,BENE28598,mobile
TXN300068,ACC202322,CUST101818,3232.11,INR,2025-09-03 01:27:55.991820,BENE44499,mobile
TXN300069,ACC210528,CUST109157,6065.52,INR,2026-01-11 09:10:39.509308,BENE38128,web
TXN300070,ACC209457,CUST107634,1709.52,USD,2025-12-16 17:23:10.900619,BENE31114,mobile
TXN300071,ACC200454,CUST105091,11867.52,INR,2025-10-20 18:05:59.404834,BENE10741,atm
TXN300072,ACC202571,CUST104457,6418.27,INR,2026-05-17 17:55:32.167316,BENE28920,api
TXN300073,ACC209552,CUST103927,10804.94,INR,2026-01-24 03:39:12.936016,BENE43227,branch
TXN300074,ACC207937,CUST107329,9204.46,GBP,2026-01-26 00:03:00.472182,BENE286,branch
TXN300075,ACC210553,CUST107071,8646.79,INR,2026-06-27 09:16:30.213256,BENE36925,api
TXN300076,ACC205921,CUST105134,13002.89,INR,2025-11-10 19:11:40.196894,BENE28547,web
TXN300077,ACC210526,CUST104191,14900.88,INR,2025-11-24 12:53:17.474038,BENE553,web
TXN300078,ACC205832,CUST109287,8090.89,INR,2026-02-22 02:28:55.545482,BENE15499,mobile
TXN300079,ACC212980,CUST109346,6901.57,INR,2026-05-07 16:53:39.440148,BENE16873,branch
TXN300080,ACC205893,CUST109198,2079.84,INR,2026-05-28 06:09:05.672959,BENE1142,web
TXN300081,ACC205097,CUST108260,16518.74,INR,2025-08-24 15:18:13.536464,BENE38838,atm
TXN300082,ACC200529,CUST108815,1981.44,INR,2026-07-06 14:03:52.673931,BENE34622,api
TXN300083,ACC213703,CUST102966,4078.01,INR,2026-07-23 10:33:40.532533,BENE19376,api
TXN300084,ACC212914,CUST100272,5427.75,INR,2026-08-01 09:18:53.430663,BENE42486,branch
TXN300085,ACC208724,CUST105303,1192.01,INR,2026-04-12 16:25:23.328762,BENE8516,branch
TXN300086,ACC211872,CUST106925,1290.55,INR,2025-10-11 02:20:56.043212,BENE10529,branch
TXN300087,ACC204249,CUST106207,2240.87,INR,2026-04-12 23:56:19.055467,BENE39033,web
TXN300088,ACC210291,CUST106683,8726.65,INR,2025-10-29 18:22:46.536564,BENE32145,atm
TXN300089,ACC201152,CUST105865,7367.59,INR,2026-03-22 14:18:36.190936,BENE22640,mobile
TXN300090,ACC206430,CUST102531,2712.47,INR,2026-06-17 10:06:25.194430,BENE7451,web
TXN300091,ACC212814,CUST105572,22394.08,USD,2026-02-15 13:11:19.600307,BENE47041,atm
TXN300092,ACC210311,CUST100027,3318.04,INR,2025-10-10 01:26:43.531392,BENE6075,web
TXN300093,ACC214410,CUST100966,27454.26,INR,2026-05-20 23:18:35.789356,BENE37757,mobile
TXN300094,ACC209549,CUST105341,3685.59,INR,2026-04-05 12:02:06.087487,BENE4389,mobile
TXN300095,ACC207851,CUST100753,2403.48,USD,2026-07-23 22:14:07.596705,BENE19748,mobile
TXN300096,ACC208146,CUST108047,92685.14,INR,2026-07-02 05:37:57.947495,BENE5884,branch
TXN300097,ACC207759,CUST105937,531.14,INR,2026-04-18 01:58:39.109797,BENE31117,branch
TXN300098,ACC205420,CUST101085,7112.94,EUR,2026-05-12 18:28:13.738689,BENE28050,web
TXN300099,ACC210791,CUST106517,2186.8,GBP,2026-07-16 03:50:22.120486,BENE25965,mobile
TXN300100,ACC202023,CUST104128,1308.64,INR,2026-05-24 07:47:50.485846,BENE8672,web
TXN300101,ACC204632,CUST108898,4767.43,INR,2025-08-24 10:01:34.053812,BENE46712,branch
TXN300102,ACC210637,CUST104866,28865.54,INR,2026-05-29 02:19:05.541110,BENE20152,branch
TXN300103,ACC203820,CUST102773,9328.88,ZZZ,2026-06-12 06:34:02.704633,BENE45062,web
TXN300104,ACC209691,CUST105600,871.22,INR,2025-09-28 02:25:10.482278,BENE16968,mobile
TXN300105,ACC213676,CUST109540,1369.81,INR,2026-03-04 05:02:48.758373,BENE44740,mobile
TXN300106,ACC214913,CUST106175,2744.91,EUR,2026-02-03 17:49:28.491108,BENE15960,branch
TXN300107,ACC203967,CUST107841,1750.07,INR,2026-04-03 05:17:43.066216,BENE37861,atm
TXN300108,ACC211181,CUST100949,23039.99,INR,2026-04-13 21:44:47.480777,BENE38714,atm
TXN300109,ACC214449,CUST108403,9225.8,INR,2026-01-10 17:13:09.017487,BENE18510,atm
TXN300110,ACC212210,CUST100635,2971.79,INR,2026-07-23 03:46:49.585349,BENE32987,mobile
TXN300111,ACC205585,CUST101923,4661.61,USD,2026-01-15 13:20:19.960054,BENE12748,mobile
TXN300112,ACC211416,CUST100458,1786.22,INR,2026-05-29 14:26:15.931149,BENE37201,mobile
TXN300113,ACC201922,CUST103805,2802.14,INR,2026-06-20 22:58:28.702498,BENE26032,mobile
TXN300114,ACC205188,CUST100163,1320.86,INR,2025-12-04 10:25:19.316314,BENE3378,web
TXN300115,ACC212482,CUST104701,5552.0,INR,2026-06-08 19:45:41.728086,BENE24312,mobile
TXN300116,ACC213272,CUST101926,3198.39,INR,2025-11-28 22:19:41.192200,BENE36575,atm
TXN300117,ACC201951,CUST109867,1530077.63,USD,2026-02-18 12:56:18.668957,BENE46279,mobile
TXN300118,ACC200402,CUST100495,16093.55,INR,2025-11-05 02:20:02.358399,BENE33187,mobile
TXN300119,ACC207948,CUST101504,4200.46,USD,2026-02-06 07:21:18.405378,BENE46426,mobile
TXN300120,ACC200848,CUST107560,345.25,GBP,2025-09-02 08:14:49.412998,BENE1135,mobile
TXN300121,ACC213742,CUST106865,34318.37,INR,2026-04-09 23:21:36.240230,BENE28543,branch
TXN300122,ACC209870,CUST103891,6388.09,INR,2025-12-16 13:45:33.413298,BENE32244,web
TXN300123,ACC201988,CUST101661,1279.86,INR,2026-03-04 04:23:35.177380,BENE1831,web
TXN300124,ACC208961,CUST106921,4187.85,INR,2025-11-04 17:21:53.802052,BENE7492,mobile
TXN300125,ACC212469,CUST103576,13680.3,INR,2025-10-22 12:43:15.165177,BENE19558,atm
TXN300126,ACC208585,CUST105892,3414.41,INR,2025-12-24 03:17:22.658184,BENE2135,api
TXN300127,ACC202367,CUST102173,4595.24,INR,2026-02-21 15:20:25.094562,BENE3405,api
TXN300128,ACC200228,CUST104785,4068.04,INR,2026-03-21 06:21:32.543871,BENE16236,branch
TXN300129,ACC209319,CUST108349,29946.3,INR,2026-03-20 01:20:01.148347,BENE3147,atm
TXN300130,ACC201011,CUST108428,72704.52,INR,2025-08-27 01:14:30.526703,BENE41240,branch
TXN300131,ACC213660,CUST102819,14228.7,INR,2026-03-18 07:09:20.787619,BENE10266,mobile
TXN300132,ACC211865,CUST107607,32206.22,INR,2026-04-11 11:29:27.645034,BENE7481,web
TXN300133,ACC207568,CUST103818,970.5,USD,2025-09-06 22:46:26.905970,BENE43622,mobile
TXN300134,ACC214539,CUST108286,3303.67,EUR,2025-09-09 05:14:06.053244,BENE28253,web
TXN300135,ACC213338,CUST108603,1967.3,INR,2026-03-08 01:41:30.177817,BENE6118,mobile
TXN300136,ACC210552,CUST104636,10553.16,INR,2025-09-30 15:48:36.562472,BENE9120,branch
TXN300137,ACC212096,CUST109308,18691.36,INR,2025-08-27 14:12:47.815296,BENE36516,mobile
TXN300138,ACC204205,CUST101185,3959.44,INR,2025-12-17 20:29:50.892296,BENE11249,mobile
TXN300139,ACC204207,CUST106757,3645.58,INR,2026-04-27 06:59:02.142852,BENE20717,mobile
TXN300140,ACC206662,CUST101763,5531.2,INR,2025-09-11 13:39:46.731423,BENE11221,branch
TXN300141,ACC213093,CUST108412,2186.86,INR,2026-08-06 08:56:19.601558,BENE6622,web
TXN300142,ACC211252,CUST108081,790.0,INR,2026-04-30 06:20:57.110134,BENE46549,web
TXN300143,ACC206888,CUST106044,14553.87,INR,2026-08-13 07:18:14.147857,BENE8586,api
TXN300144,ACC200594,CUST106967,2833.99,INR,2026-07-28 13:00:08.819162,BENE7125,mobile
TXN300145,ACC207076,CUST104846,3742.51,INR,2026-01-13 18:00:34.301471,BENE19856,api
TXN300146,ACC212105,CUST101860,10463.12,INR,2025-09-05 11:38:59.601306,BENE29500,web
TXN300147,ACC210848,CUST107110,1539.58,USD,2026-04-26 09:30:29.109172,BENE7401,branch
TXN300148,ACC202595,CUST105111,38475.92,INR,2026-04-06 09:22:41.613630,BENE39973,branch
TXN300149,ACC210706,CUST103760,8443.22,INR,2026-06-08 06:55:16.893712,BENE26929,mobile
TXN300150,ACC210579,CUST107921,2301.05,INR,2026-07-21 22:21:50.085196,BENE10729,mobile
TXN300151,ACC211297,CUST105850,17331.0,INR,2025-10-10 06:49:18.756724,BENE44447,web
TXN300152,ACC214729,CUST106484,29683.16,INR,2026-02-25 17:40:48.840098,BENE8114,web
TXN300153,ACC206615,CUST106200,700.84,USD,2026-07-01 21:59:33.872972,BENE26222,mobile
TXN300154,ACC204002,CUST104940,135.61,INR,2026-02-04 14:24:00.679589,BENE32635,branch
TXN300155,ACC201518,CUST108446,3938.55,INR,2025-12-01 13:18:16.429118,BENE5426,mobile
TXN300156,ACC201763,CUST108730,5066.65,INR,2025-09-12 22:56:30.737080,BENE8483,mobile
TXN300157,ACC202973,CUST999318,6598.17,INR,2025-09-09 15:15:32.619383,BENE40360,web
TXN300158,ACC202095,CUST107528,26440.71,USD,2026-06-26 15:20:15.417105,BENE18163,mobile
TXN300159,ACC204313,CUST105503,6841.39,INR,2025-10-15 00:30:44.215484,BENE14274,mobile
TXN300160,ACC202750,CUST103217,3874.49,INR,2026-07-09 16:28:21.878440,BENE30216,web
TXN300161,ACC206316,CUST100315,13108.22,INR,2026-01-17 10:22:00.423867,BENE15440,api
TXN300162,ACC202166,CUST105300,25178.22,INR,2025-11-21 05:25:18.554106,BENE11468,mobile
TXN300163,ACC208460,CUST103262,738.72,INR,2026-07-25 04:44:50.171020,BENE8213,mobile
TXN300164,ACC212116,CUST105686,19642.77,INR,2026-03-22 20:32:20.180903,BENE38066,mobile
TXN300165,ACC206734,CUST104286,3474.08,INR,2025-09-26 21:07:41.419028,BENE32412,branch
TXN300166,ACC205814,CUST107934,16716.98,INR,2026-02-09 20:54:02.862905,BENE25443,branch
TXN300167,ACC213103,CUST108189,1992.05,INR,2025-11-03 07:13:31.064009,BENE1210,mobile
TXN300168,ACC202780,CUST109675,1888.42,EUR,2025-12-26 11:57:09.947328,BENE17853,mobile
TXN300169,ACC208793,CUST100349,11736.34,INR,2025-08-25 23:50:07.450456,BENE9091,api
TXN300170,ACC203465,CUST106260,17696.66,EUR,2025-12-14 13:14:26.020658,BENE7732,web
TXN300171,ACC207484,CUST109121,25092.64,INR,2026-06-19 22:50:44.943121,BENE15081,web
TXN300172,ACC211148,CUST101372,944.4,INR,2026-01-13 06:18:57.208866,BENE35697,web
TXN300173,ACC202307,CUST109592,7622.77,INR,2025-10-07 13:59:06.656977,BENE10610,branch
TXN300174,ACC202099,CUST101058,12833.39,GBP,2025-11-19 15:19:03.086901,BENE3489,mobile
TXN300175,ACC213307,CUST100872,899.65,INR,2026-01-20 01:32:28.387166,BENE9687,atm
TXN300176,ACC204098,CUST105334,842.0,INR,2025-08-30 11:48:57.325322,BENE26625,mobile
TXN300177,ACC210956,CUST103196,6840.91,USD,2026-01-28 14:05:03.508515,BENE11721,mobile
TXN300178,ACC210988,CUST105373,6136.14,INR,2025-08-30 06:44:30.958763,BENE13497,web
TXN300179,ACC209719,CUST100615,6770.22,INR,2026-05-22 08:43:48.988486,BENE42388,branch
TXN300180,ACC207419,CUST109580,3050.82,INR,2026-05-15 13:11:09.601438,BENE23781,mobile
TXN300181,ACC211917,CUST104162,2740.92,USD,2026-02-21 22:40:56.112368,BENE11941,mobile
TXN300182,ACC213627,CUST100084,38958.62,USD,2025-11-27 02:35:12.859598,BENE11333,mobile
TXN300183,ACC214180,CUST107032,3240.94,INR,2026-03-08 04:20:45.557827,BENE2676,branch
TXN300184,ACC207212,CUST108805,6186.86,INR,2026-07-10 13:46:04.299859,BENE11895,mobile
TXN300185,ACC210957,CUST101692,1502.35,INR,2026-05-17 12:30:05.943608,BENE22994,mobile
TXN300186,ACC207659,CUST102927,15341.3,INR,2026-07-12 14:58:15.455529,BENE31951,mobile
TXN300187,ACC205688,CUST102668,5010.29,INR,2026-05-22 16:39:09.080424,BENE40363,mobile
TXN300188,ACC202494,CUST104518,9331.05,INR,2026-04-24 03:45:14.114134,BENE18459,web
TXN300189,ACC208736,CUST105198,25568.15,INR,2026-03-01 00:42:30.421422,BENE45195,mobile
TXN300190,ACC214688,CUST101151,4796.39,INR,2025-12-04 03:45:10.559693,BENE20856,atm
TXN300191,ACC210575,CUST108950,81012.79,USD,2026-07-05 17:15:43.295291,BENE21193,web
TXN300192,ACC207417,CUST106504,25455.08,USD,2026-04-28 04:52:37.518189,BENE43600,branch
TXN300193,ACC204718,CUST100166,4733.29,INR,2026-08-02 05:21:41.842891,BENE6264,mobile
TXN300194,ACC202912,CUST107973,2441.36,INR,2026-06-11 10:50:07.262213,BENE3380,mobile
TXN300195,ACC203957,CUST101666,1629.84,INR,2025-11-09 11:33:41.955770,BENE3864,web
TXN300196,ACC209183,CUST107434,2506.68,INR,2025-12-27 13:56:20.661967,BENE46261,web
TXN300197,ACC213383,CUST102061,990.24,INR,2026-05-27 11:53:21.915785,BENE49880,mobile
TXN300198,ACC209786,CUST100994,14571.5,INR,2026-01-26 13:55:51.169854,BENE22862,branch
TXN300199,ACC209167,CUST102339,10750.51,INR,2025-10-31 01:52:57.770651,BENE45047,mobile
TXN300200,ACC204995,CUST105671,5480.07,INR,2026-07-17 18:47:04.712422,BENE14920,web
TXN300201,ACC203977,CUST106600,12596.33,USD,2026-03-02 10:11:14.836587,BENE19820,web
TXN300202,ACC202516,CUST109974,4624.82,INR,2026-03-08 05:22:54.593522,BENE36197,web
TXN300203,ACC213438,CUST109848,3181.07,INR,2025-12-30 16:56:40.561195,BENE12536,atm
TXN300204,ACC203301,CUST100051,11452.78,INR,2026-01-27 02:52:14.670385,BENE49812,web
TXN300205,ACC208008,CUST108993,2944.87,INR,2025-11-26 18:47:53.689930,BENE30670,atm
TXN300206,ACC202821,CUST102774,17426.52,USD,2025-12-19 23:30:07.584967,BENE16293,web
TXN300207,ACC206189,CUST102741,6017.01,INR,2025-09-30 13:49:14.201534,BENE2123,mobile
TXN300208,ACC200074,CUST106522,57500.54,INR,2026-01-08 03:02:41.541832,BENE29725,atm
TXN300209,ACC212826,CUST106496,7283.86,INR,2026-01-12 16:46:46.275885,BENE7817,mobile
TXN300210,ACC211307,CUST100904,1797.23,INR,2026-05-31 03:41:07.580816,BENE6656,api
TXN300211,ACC201770,CUST108952,6330.86,USD,2026-04-08 16:58:28.900339,BENE7884,mobile
TXN300212,ACC200994,CUST102065,7411.14,INR,2026-06-06 05:53:41.433876,BENE20487,branch
TXN300213,ACC201722,CUST105336,4451.53,INR,2026-05-15 16:59:09.011281,BENE12718,mobile
TXN300214,ACC209112,CUST106285,12334.44,INR,2025-11-27 21:21:30.094419,BENE41201,web
TXN300215,ACC206864,CUST106250,20132.76,INR,2026-06-26 12:23:05.744480,BENE29085,branch
TXN300216,ACC201076,CUST104676,6282.31,INR,2025-09-14 13:51:18.760201,BENE29391,branch
TXN300217,ACC208228,CUST109285,13914.12,INR,2026-03-14 08:47:47.360506,BENE21981,mobile
TXN300218,ACC201436,CUST101459,5829.94,INR,2026-06-28 05:59:11.359269,BENE22721,web
TXN300219,ACC206610,CUST104512,2423.45,INR,2026-06-28 19:28:25.745520,BENE7789,mobile
TXN300220,ACC200151,CUST101801,644.62,INR,2026-05-31 06:27:50.893949,BENE21625,mobile
TXN300221,ACC210715,CUST107407,31503.81,INR,2026-05-16 12:19:07.094684,BENE8035,branch
TXN300222,ACC200274,CUST107517,30886.68,INR,2026-04-08 22:02:01.109703,BENE18481,web
TXN300223,ACC209703,CUST107476,1828.74,INR,2026-01-23 11:34:45.580982,BENE26169,web
TXN300224,ACC213438,CUST109848,790.23,INR,2026-01-22 02:16:08.904621,BENE14241,mobile
TXN300225,ACC205364,CUST105522,3692.28,INR,2026-08-18 17:14:02.470322,BENE34,atm
TXN300226,ACC201437,CUST107983,4423.4,INR,2025-09-27 23:53:14.248963,BENE5459,atm
TXN300227,ACC201909,CUST106981,1385.97,INR,2026-07-27 06:35:10.057688,BENE37041,mobile
TXN300228,ACC209216,CUST104017,3268.24,INR,2025-09-16 23:38:22.140231,BENE33328,web
TXN300229,ACC204179,CUST104414,22800.9,INR,2026-01-03 04:36:54.737763,BENE34276,mobile
TXN300230,ACC205143,CUST105025,5610.55,INR,2026-06-02 01:06:13.192572,BENE37606,branch
TXN300231,ACC209472,CUST109542,2187.03,INR,2026-01-14 09:51:31.879391,BENE22637,branch
TXN300232,ACC211370,CUST103249,8563.14,INR,2026-01-24 07:23:34.018324,BENE19945,mobile
TXN300233,ACC201243,CUST104355,3442.46,INR,2025-10-21 09:53:04.886127,BENE7481,mobile
TXN300234,ACC201444,CUST103525,1747.63,INR,2025-12-20 11:51:20.457355,BENE13211,atm
TXN300235,ACC200311,CUST105480,848.18,INR,2026-08-01 19:24:40.347268,BENE35758,mobile
TXN300236,ACC200069,CUST101426,9923.41,INR,2026-02-20 20:21:44.184704,BENE27092,mobile
TXN300237,ACC210684,CUST101421,1112.63,INR,2025-09-22 18:50:56.506672,BENE19888,mobile
TXN300238,ACC212647,CUST100727,7079.42,INR,2026-05-09 00:34:00.623344,BENE17846,api
TXN300239,ACC214676,CUST103681,49123.52,INR,2025-12-31 09:15:27.949540,BENE36855,mobile
TXN300240,ACC209683,CUST104084,12555.2,INR,2026-01-25 13:29:01.812405,BENE20043,web
TXN300241,ACC200293,CUST102006,5996.56,INR,2025-08-25 14:29:31.310102,BENE11802,mobile
TXN300242,ACC209947,CUST109451,1525006.52,INR,2025-11-04 01:34:58.494584,BENE44290,web
TXN300243,ACC212610,CUST999840,19289.91,INR,2026-03-16 22:29:50.956758,BENE21941,api
TXN300244,ACC214828,CUST107888,36463.86,INR,2026-03-08 03:30:50.690001,BENE35229,mobile
TXN300245,ACC213387,CUST106067,2577.85,INR,2025-10-20 08:51:22.870709,BENE28893,branch
TXN300246,ACC212556,CUST109930,1759.42,INR,2026-02-18 19:54:31.987832,BENE3320,branch
TXN300247,ACC200495,CUST107147,982.71,INR,2025-11-10 04:51:27.245683,BENE17315,web
TXN300248,ACC203951,CUST108572,13539.08,INR,2026-04-30 10:44:17.959731,BENE9052,web
TXN300249,ACC211010,CUST102638,17281.82,INR,2026-03-08 13:41:08.740074,BENE5800,mobile
TXN300250,ACC212730,CUST102775,332.94,INR,2026-04-21 07:10:09.276810,BENE91,mobile
TXN300251,ACC203079,CUST104221,17658.84,INR,2026-04-04 14:56:45.764229,BENE7555,api
TXN300252,ACC209909,CUST108094,7946.44,INR,2026-03-10 02:04:38.881702,BENE32121,web
TXN300253,ACC203946,CUST103825,2241.65,INR,2025-10-17 09:00:36.953867,BENE18787,mobile
TXN300254,ACC213520,CUST102956,15710.83,INR,2025-10-07 19:42:59.907545,BENE36568,web
TXN300255,ACC205788,CUST101256,7258.74,INR,2026-03-08 21:15:33.921149,BENE30548,web
TXN300256,ACC212890,CUST102922,9799.06,USD,2025-11-08 01:42:31.882543,BENE16052,mobile
TXN300257,ACC206252,CUST109129,1697.97,INR,2026-02-02 08:06:19.949780,BENE48332,mobile
TXN300258,ACC204257,CUST106478,1733.85,USD,2026-04-16 11:51:19.894296,BENE20206,web
TXN300259,ACC200158,CUST104565,4861.65,INR,2026-07-12 18:07:33.497004,BENE30991,atm
TXN300260,ACC212184,CUST106763,3786.37,INR,2026-02-14 12:35:55.312344,BENE43009,atm
TXN300261,ACC203725,CUST109295,3847.19,USD,2025-09-16 21:17:18.270484,BENE27629,atm
TXN300262,ACC207287,CUST104683,23204.87,INR,2026-04-13 11:16:39.080069,BENE4459,branch
TXN300263,ACC207096,CUST108402,7822.46,INR,2025-12-28 15:12:56.925126,BENE22709,mobile
TXN300264,ACC202194,CUST105787,2380.38,INR,2026-01-03 18:51:56.219911,BENE48981,mobile
TXN300265,ACC213362,CUST104113,5554.89,INR,2026-03-22 02:16:49.333791,BENE17994,branch
TXN300266,ACC211881,CUST105505,42364.81,INR,2026-01-29 16:07:41.082578,BENE4480,api
TXN300267,ACC204358,CUST102288,2367.91,USD,2026-02-03 23:03:46.707837,BENE21034,mobile
TXN300268,ACC207041,CUST109930,1162.87,INR,2026-01-22 17:53:52.676052,BENE28046,mobile
TXN300269,ACC202638,CUST103248,4083.75,INR,2025-11-14 03:41:45.546845,,branch
TXN300270,ACC207329,CUST104745,2449.39,INR,2026-07-27 14:28:14.160180,BENE20289,api
TXN300271,ACC206862,CUST106926,6922.79,INR,2025-11-11 18:20:40.100516,BENE1699,mobile
